text@yak1980m	@yak1980m	547.507	557.227	уже там была подготовка // костюм / грим / там / какие-то были репетиции с... сложных / физических / так сказать // эээ
text@yak1980m	@yak1980m	558.957	559.707	в пяти странах
text@yak1980m	@yak1980m	561.842	584.552	ааа // Эстония / начали // потом Италия // ааа // затем Англия в двух местах // внизу вначале / на берегу // и вот эти все с... съёмки со скоростными па... парусниками // потом в Лондоне // потом мы поехали / ещё в Норвегии там два дня было // потом в Индии / меня там не было // и в Лос-Анджелесе // вначале снимали около Лос-Анжелеса
text@yak1980m	@yak1980m	591.795	592.605	Лас-Анджелес?
text@yak1980m	@yak1980m	596.89	598.13	Лос-Анд...
text@yak1980m	@yak1980m	598.99	601.2	L.A. // скажем так // L.A.
text@yak1980m	@yak1980m	603.54	609.82	это снималось в Эстонии // это была большая с... большая сцена погони // такая сложная / с ин... с инверсией
text@yak1980m	@yak1980m	610.4	629.2	когда все // чтоб просто вы понимали // всё / что происходит в кадре // вот там есть например сцены / когда инверсия / где в обратную сторону драки / в обратную сторону говорим / все машины едут в обратную сторону // это не плёнка крутится назад / а это действительно всё происходило в обратную сторону // мы репетировали драки в обратную сторону // машины вот эти
text@yak1980m	@yak1980m	630.86	633.47	вот всё / что ты щас сказал / ты должен был сказать наоборот
text@yak1980m	@yak1980m	634.105	640.63	тнагру йниревечер чевер #смеётся# м-да
text@yak1980m	@yak1980m	641.217	644.857	собственно так #смеётся# вот
text@yak1980m	@yak1980m	644.937	647.02	вот эта машина / например // эээ 
text@yak1980m	@yak1980m	647.407	647.697	да
text@yak1980m	@yak1980m	647.892	665.802	в ней п... пь... быль пол... переоборудованы были автомобили / двигатель // чтобы она с большой скоростью могла ехать назад // и вот здесь вот / на самом деле / вот здесь вот его не видно // руль здесь внутри / да // и он там / там ему / чтоб было чуть-чуть видно сзади // и она едет в обратную сторону с большой скоростью
text@yak1980m	@yak1980m	666.442	668.102	а мы вот так вот типо едем назад / да
text@yak1980m	@yak1980m	673.762	674.092	так
text@yak1980m	@yak1980m	676.607	678.177	ну он прошёл в первый уикенд / да
text@yak1980m	@yak1980m	684.942	685.442	нюансы
text@yak1980m	@yak1980m	689.602	690.292	в двух словах?
text@yak1980m	@yak1980m	694.892	712.622	ну так скажу // я когда сценарий читал // потому что я щас сам первый раз видел вот на премьере здесь в Москве / и я не видел фильма до этого / да // и я сценарий читал / и я был на съёмках / и я всё это видел / мы всё это обсуждали / там / и так далее // ааа // когда я прочитал сценарий / мне было / честно говоря / более всё понятно / чем когда я щас увидел это на экране
text@yak1980m	@yak1980m	715.502	716.402	#смеётся#
text@yak1980m	@yak1980m	716.892	723.932	здесь были вопросы конечно // но // ф... с... если так рассказать в трёх словах // я даже не знаю Вань
text@yak1980m	@yak1980m	723.932	726.492	ну вот мы с тобой щас сидим / двадцатый год
text@yak1980m	@yak1980m	727.792	730.132	ааа // какое сегодня? седьмое
text@yak1980m	@yak1980m	731.717	732.287	сентября
text@yak1980m	@yak1980m	733.607	736.297	седьмое сентября // двадцатый год
text@yak1980m	@yak1980m	737.712	739.502	видел там? щас прошёл человек
text@yak1980m	@yak1980m	741.617	742.617	это прошёл ты
text@yak1980m	@yak1980m	745.317	751.697	из седьмого сентября может быть даже шестьдесят девятого года // неизвестно // или может быть в прошлое // или может быть в будущем
text@yak1980m	@yak1980m	751.92	759.29	ну / это я щас конечно в шутливой форме // и это наверное неправильно рассказывать о фильме "Довод" в шутли... #смеётся#
text@yak1980m	@yak1980m	760.1	761.83	ну в общем короче / это такая / да
text@yak1980m	@yak1980m	762.095	762.435	фсь...
text@yak1980m	@yak1980m	765.205	778.83	ну да // это расслоение времени / пространства // его вся такая / как сказать / научно-физическая ф... квантовая механика / на... на... наложенная на в общем / так или иначе / эмоциональные / какие-то человеческие 
text@yak1980m	@yak1980m	780.607	782.647	да // я дума... я уверен // я уверен / да
words@iau1978m	@iau1978m	400.2	400.47	Юр
words@iau1978m	@iau1978m	400.47	400.59	/
words@iau1978m	@iau1978m	400.59	401.06	расскажи
words@iau1978m	@iau1978m	401.06	401.439	мне
words@iau1978m	@iau1978m	401.439	401.56	/
words@iau1978m	@iau1978m	401.56	401.65	/
words@iau1978m	@iau1978m	401.65	402.28	во-первых
words@iau1978m	@iau1978m	402.28	402.41	/
words@iau1978m	@iau1978m	402.41	402.79	как
words@iau1978m	@iau1978m	402.79	402.91	ты
words@iau1978m	@iau1978m	402.91	403.7	оказался
words@iau1978m	@iau1978m	403.7	403.86	в
words@iau1978m	@iau1978m	403.86	404.82	фильме
words@iau1978m	@iau1978m	404.82	405.06	/
words@iau1978m	@iau1978m	405.06	405.35	у
words@iau1978m	@iau1978m	405.35	405.9	Кристофера
words@iau1978m	@iau1978m	405.9	406.27	Нолана
words@iau1978m	@iau1978m	406.27	406.37	/
words@iau1978m	@iau1978m	406.37	406.88	которого
words@iau1978m	@iau1978m	406.88	407.46	многие
words@iau1978m	@iau1978m	407.46	407.58	/
words@iau1978m	@iau1978m	407.58	407.94	включая
words@iau1978m	@iau1978m	407.94	408.2	меня
words@iau1978m	@iau1978m	408.2	408.31	/
words@iau1978m	@iau1978m	408.31	408.77	считают
words@iau1978m	@iau1978m	408.77	409.0	одним
words@iau1978m	@iau1978m	409.0	409.18	из
words@iau1978m	@iau1978m	409.18	409.45	самых
words@iau1978m	@iau1978m	409.45	409.83	ярких
words@iau1978m	@iau1978m	409.83	410.28	режиссёров
words@iau1978m	@iau1978m	410.28	410.66	последних
words@iau1978m	@iau1978m	410.66	410.86	лет
words@iau1978m	@iau1978m	410.86	411.0	?
words@iau1978m	@iau1978m	415.54	416.1	угу
words@iau1978m	@iau1978m	418.6	418.95	ты
words@iau1978m	@iau1978m	418.95	419.22	так
words@iau1978m	@iau1978m	419.22	419.36	же
words@iau1978m	@iau1978m	419.36	419.45	/
words@iau1978m	@iau1978m	419.45	419.5	/
words@iau1978m	@iau1978m	419.5	419.72	эээ
words@iau1978m	@iau1978m	419.72	419.82	/
words@iau1978m	@iau1978m	419.82	419.89	/
words@iau1978m	@iau1978m	419.89	420.07	бэ...
words@iau1978m	@iau1978m	420.07	420.28	на
words@iau1978m	@iau1978m	420.28	420.53	пробах
words@iau1978m	@iau1978m	420.53	420.73	играл
words@iau1978m	@iau1978m	420.73	420.81	/
words@iau1978m	@iau1978m	420.81	420.96	как
words@iau1978m	@iau1978m	420.96	421.3	сейчас
words@iau1978m	@iau1978m	421.3	421.35	?
words@iau1978m	@iau1978m	424.005	424.16	а
words@iau1978m	@iau1978m	424.16	424.33	вот
words@iau1978m	@iau1978m	424.33	424.58	какие
words@iau1978m	@iau1978m	424.58	424.74	были
words@iau1978m	@iau1978m	424.74	424.99	пробы
words@iau1978m	@iau1978m	424.99	425.35	Нолана
words@iau1978m	@iau1978m	425.35	425.56	?
words@iau1978m	@iau1978m	425.56	425.667	то
words@iau1978m	@iau1978m	425.667	425.79	есть
words@iau1978m	@iau1978m	425.79	426.05	тебе
words@iau1978m	@iau1978m	426.05	426.24	тво...
words@iau1978m	@iau1978m	426.24	426.42	твой
words@iau1978m	@iau1978m	426.42	426.61	аге...
words@iau1978m	@iau1978m	426.61	426.84	твой
words@iau1978m	@iau1978m	426.84	427.07	агент
words@iau1978m	@iau1978m	427.07	427.346	звонит
words@iau1978m	@iau1978m	427.346	427.46	и
words@iau1978m	@iau1978m	427.46	427.759	говорит
words@iau1978m	@iau1978m	427.759	427.81	/
words@iau1978m	@iau1978m	427.81	427.86	/
words@iau1978m	@iau1978m	427.86	428.31	Юра
words@iau1978m	@iau1978m	428.31	428.42	/
words@iau1978m	@iau1978m	428.42	429.16	интересуется
words@iau1978m	@iau1978m	429.16	429.555	Нолан
words@iau1978m	@iau1978m	444.29	444.8	угу
words@iau1978m	@iau1978m	447.205	447.605	из-за
words@iau1978m	@iau1978m	447.605	448.005	пандемии
words@iau1978m	@iau1978m	448.005	448.405	/
words@iau1978m	@iau1978m	448.405	448.805	конечно
words@iau1978m	@iau1978m	460.105	460.3	из
words@iau1978m	@iau1978m	460.3	460.43	ть...
words@iau1978m	@iau1978m	460.43	460.5	"
words@iau1978m	@iau1978m	460.5	460.81	Матрица
words@iau1978m	@iau1978m	460.81	460.89	"
words@iau1978m	@iau1978m	460.89	460.945	?
words@iau1978m	@iau1978m	461.265	461.69	скажи
words@iau1978m	@iau1978m	461.69	461.75	/
words@iau1978m	@iau1978m	461.75	461.81	/
words@iau1978m	@iau1978m	461.81	461.89	а
words@iau1978m	@iau1978m	461.89	462.09	чем
words@iau1978m	@iau1978m	462.09	462.51	вдруг
words@iau1978m	@iau1978m	463.695	463.83	то
words@iau1978m	@iau1978m	463.83	464.09	есть
words@iau1978m	@iau1978m	464.09	464.16	/
words@iau1978m	@iau1978m	464.16	464.23	/
words@iau1978m	@iau1978m	464.23	464.73	ааа
words@iau1978m	@iau1978m	464.73	464.81	/
words@iau1978m	@iau1978m	464.81	464.9	/
words@iau1978m	@iau1978m	464.9	465.09	то
words@iau1978m	@iau1978m	465.09	465.53	есть
words@iau1978m	@iau1978m	465.53	465.86	тебе
words@iau1978m	@iau1978m	465.86	465.99	не
words@iau1978m	@iau1978m	465.99	466.4	прислали
words@iau1978m	@iau1978m	466.4	466.68	текст
words@iau1978m	@iau1978m	466.68	466.805	?
words@iau1978m	@iau1978m	471.7	471.83	и
words@iau1978m	@iau1978m	471.83	472.03	просто
words@iau1978m	@iau1978m	472.03	472.33	что-то
words@iau1978m	@iau1978m	472.33	472.74	пришли
words@iau1978m	@iau1978m	472.74	472.9	?
words@iau1978m	@iau1978m	474.605	474.76	а
words@iau1978m	@iau1978m	474.76	474.86	/
words@iau1978m	@iau1978m	474.86	475.04	они
words@iau1978m	@iau1978m	475.04	475.37	тебе
words@iau1978m	@iau1978m	475.37	475.71	прислали
words@iau1978m	@iau1978m	475.71	475.99	монолог
words@iau1978m	@iau1978m	475.99	476.09	с
words@iau1978m	@iau1978m	476.09	476.2	"
words@iau1978m	@iau1978m	476.2	476.4	Матрицы
words@iau1978m	@iau1978m	476.4	476.495	"
words@iau1978m	@iau1978m	477.49	477.6	из
words@iau1978m	@iau1978m	477.6	477.97	другого
words@iau1978m	@iau1978m	477.97	478.1	фильма
words@iau1978m	@iau1978m	478.1	478.16	?
words@iau1978m	@iau1978m	479.7	479.79	а
words@iau1978m	@iau1978m	479.79	479.9	ты
words@iau1978m	@iau1978m	479.9	480.03	не
words@iau1978m	@iau1978m	480.03	480.29	подумал
words@iau1978m	@iau1978m	480.29	480.36	/
words@iau1978m	@iau1978m	480.36	480.49	что
words@iau1978m	@iau1978m	480.49	480.67	щас
words@iau1978m	@iau1978m	480.67	480.73	"
words@iau1978m	@iau1978m	480.73	480.92	Матрицу
words@iau1978m	@iau1978m	480.92	481.03	"
words@iau1978m	@iau1978m	481.03	481.52	переснимут
words@iau1978m	@iau1978m	481.52	481.73	и
words@iau1978m	@iau1978m	481.73	481.95	вместо
words@iau1978m	@iau1978m	481.95	482.0	?
words@iau1978m	@iau1978m	484.1	484.24	а
words@iau1978m	@iau1978m	484.24	484.3	/
words@iau1978m	@iau1978m	484.3	484.44	он
words@iau1978m	@iau1978m	484.44	484.58	не
words@iau1978m	@iau1978m	484.58	484.67	/
words@iau1978m	@iau1978m	484.67	484.9	он
words@iau1978m	@iau1978m	484.9	485.61	же
words@iau1978m	@iau1978m	526.902	527.05	я
words@iau1978m	@iau1978m	527.05	527.12	/
words@iau1978m	@iau1978m	527.12	527.27	на
words@iau1978m	@iau1978m	527.27	527.49	всякий
words@iau1978m	@iau1978m	527.49	527.63	случай
words@iau1978m	@iau1978m	527.63	527.77	/
words@iau1978m	@iau1978m	527.77	528.0	просто
words@iau1978m	@iau1978m	528.0	528.16	твою
words@iau1978m	@iau1978m	528.16	528.39	шутку
words@iau1978m	@iau1978m	528.39	528.7	отбил
words@iau1978m	@iau1978m	528.7	529.092	взглядом
words@iau1978m	@iau1978m	532.307	532.55	чтоб
words@iau1978m	@iau1978m	532.55	532.77	было
words@iau1978m	@iau1978m	532.77	533.13	понятно
words@iau1978m	@iau1978m	533.13	533.21	/
words@iau1978m	@iau1978m	533.21	533.46	что
words@iau1978m	@iau1978m	533.46	533.67	я
words@iau1978m	@iau1978m	533.67	533.84	не
words@iau1978m	@iau1978m	533.84	534.03	могу
words@iau1978m	@iau1978m	534.03	534.54	контролировать
words@iau1978m	@iau1978m	534.54	534.69	этот
words@iau1978m	@iau1978m	534.69	535.007	процесс
words@iau1978m	@iau1978m	537.497	537.69	нет
words@iau1978m	@iau1978m	537.69	537.75	/
words@iau1978m	@iau1978m	537.75	537.82	/
words@iau1978m	@iau1978m	537.82	538.1	ну
words@iau1978m	@iau1978m	538.1	538.27	а
words@iau1978m	@iau1978m	538.27	538.65	#одновременно#
words@iau1978m	@iau1978m	538.65	538.83	/
words@iau1978m	@iau1978m	538.83	539.1	/
words@iau1978m	@iau1978m	539.1	539.22	то
words@iau1978m	@iau1978m	539.22	539.44	есть
words@iau1978m	@iau1978m	539.44	539.68	всё
words@iau1978m	@iau1978m	539.68	539.77	/
words@iau1978m	@iau1978m	539.77	540.05	всё
words@iau1978m	@iau1978m	540.05	540.33	больша...
words@iau1978m	@iau1978m	540.33	540.61	большая
words@iau1978m	@iau1978m	540.61	540.902	тайна
words@iau1978m	@iau1978m	540.902	541.35	когда
words@iau1978m	@iau1978m	541.35	541.49	ты
words@iau1978m	@iau1978m	541.49	541.54	в
words@iau1978m	@iau1978m	541.54	541.66	первый
words@iau1978m	@iau1978m	541.66	541.87	раз
words@iau1978m	@iau1978m	541.87	542.08	получил
words@iau1978m	@iau1978m	542.08	542.36	с...
words@iau1978m	@iau1978m	542.36	542.64	вообще
words@iau1978m	@iau1978m	542.64	542.68	/
words@iau1978m	@iau1978m	542.68	542.71	/
words@iau1978m	@iau1978m	542.71	542.85	ну
words@iau1978m	@iau1978m	542.85	543.12	сценарий
words@iau1978m	@iau1978m	543.12	543.15	/
words@iau1978m	@iau1978m	543.15	543.18	/
words@iau1978m	@iau1978m	543.18	543.27	у
words@iau1978m	@iau1978m	543.27	543.38	ть...
words@iau1978m	@iau1978m	543.38	543.54	ты
words@iau1978m	@iau1978m	543.54	544.072	вообще
words@iau1978m	@iau1978m	557.007	557.17	где
words@iau1978m	@iau1978m	557.17	557.28	ты
words@iau1978m	@iau1978m	557.28	557.55	снимался
words@iau1978m	@iau1978m	557.55	557.65	?
words@iau1978m	@iau1978m	557.65	557.71	в
words@iau1978m	@iau1978m	557.71	557.9	какой
words@iau1978m	@iau1978m	557.9	558.15	стране
words@iau1978m	@iau1978m	558.15	558.35	ты
words@iau1978m	@iau1978m	558.35	558.62	снимался
words@iau1978m	@iau1978m	558.62	558.82	?
words@iau1978m	@iau1978m	558.82	559.05	расскажи
words@iau1978m	@iau1978m	559.05	559.197	мне
words@iau1978m	@iau1978m	559.702	559.95	пять
words@iau1978m	@iau1978m	559.95	560.02	/
words@iau1978m	@iau1978m	560.02	560.07	/
words@iau1978m	@iau1978m	560.07	560.632	перечисляй
words@iau1978m	@iau1978m	561.607	562.197	естественно
words@iau1978m	@iau1978m	576.502	577.002	ужас
words@iau1978m	@iau1978m	583.802	584.0	знаешь
words@iau1978m	@iau1978m	584.0	584.06	/
words@iau1978m	@iau1978m	584.06	584.23	что
words@iau1978m	@iau1978m	584.23	584.66	отличает
words@iau1978m	@iau1978m	584.66	585.23	настоящего
words@iau1978m	@iau1978m	585.23	585.99	американского
words@iau1978m	@iau1978m	585.99	586.4	актёра
words@iau1978m	@iau1978m	586.4	586.61	от
words@iau1978m	@iau1978m	586.61	586.83	п...
words@iau1978m	@iau1978m	586.83	587.28	тех
words@iau1978m	@iau1978m	587.28	587.58	людей
words@iau1978m	@iau1978m	587.58	587.68	/
words@iau1978m	@iau1978m	587.68	587.91	здесь
words@iau1978m	@iau1978m	587.91	587.98	/
words@iau1978m	@iau1978m	587.98	588.21	которые
words@iau1978m	@iau1978m	588.21	588.41	думают
words@iau1978m	@iau1978m	588.41	588.47	/
words@iau1978m	@iau1978m	588.47	588.62	что
words@iau1978m	@iau1978m	588.62	588.94	они
words@iau1978m	@iau1978m	588.94	589.03	/
words@iau1978m	@iau1978m	589.03	589.12	/
words@iau1978m	@iau1978m	589.12	589.39	ты
words@iau1978m	@iau1978m	589.39	589.65	говоришь
words@iau1978m	@iau1978m	589.65	589.86	не
words@iau1978m	@iau1978m	589.86	590.28	Лос-Анджелес
words@iau1978m	@iau1978m	590.28	590.36	/
words@iau1978m	@iau1978m	590.36	590.46	а
words@iau1978m	@iau1978m	590.46	591.24	Лас-Анджелес
words@iau1978m	@iau1978m	592.32	592.5	Лас-...
words@iau1978m	@iau1978m	592.5	592.68	ты
words@iau1978m	@iau1978m	592.68	592.86	ты
words@iau1978m	@iau1978m	592.86	593.01	ты
words@iau1978m	@iau1978m	593.01	593.15	вот
words@iau1978m	@iau1978m	593.15	593.33	не
words@iau1978m	@iau1978m	593.33	593.75	задумался
words@iau1978m	@iau1978m	593.75	593.87	об
words@iau1978m	@iau1978m	593.87	594.05	этом
words@iau1978m	@iau1978m	594.05	594.1	/
words@iau1978m	@iau1978m	594.1	594.2	а
words@iau1978m	@iau1978m	594.2	594.5	сказал
words@iau1978m	@iau1978m	594.5	595.14	Лас-Анджелес
words@iau1978m	@iau1978m	595.14	595.18	/
words@iau1978m	@iau1978m	595.18	595.2	/
words@iau1978m	@iau1978m	595.2	595.29	и
words@iau1978m	@iau1978m	595.29	595.52	сразу
words@iau1978m	@iau1978m	595.52	595.82	понятно
words@iau1978m	@iau1978m	595.82	595.89	/
words@iau1978m	@iau1978m	595.89	596.1	что
words@iau1978m	@iau1978m	596.1	596.3	ты
words@iau1978m	@iau1978m	596.3	596.7	оттуда
words@iau1978m	@iau1978m	597.61	597.78	а
words@iau1978m	@iau1978m	597.78	597.92	я
words@iau1978m	@iau1978m	597.92	598.08	не
words@iau1978m	@iau1978m	598.08	598.61	оттуда
words@iau1978m	@iau1978m	600.055	600.34	молодец
words@iau1978m	@iau1978m	600.34	600.625	!
words@iau1978m	@iau1978m	600.86	601.12	вот
words@iau1978m	@iau1978m	601.12	601.24	/
words@iau1978m	@iau1978m	601.24	601.39	/
words@iau1978m	@iau1978m	601.39	601.89	это
words@iau1978m	@iau1978m	601.89	602.02	в
words@iau1978m	@iau1978m	602.02	602.34	Эстонии
words@iau1978m	@iau1978m	602.34	602.4	/
words@iau1978m	@iau1978m	602.4	602.47	да
words@iau1978m	@iau1978m	602.47	602.53	?
words@iau1978m	@iau1978m	602.53	602.9	снималось
words@iau1978m	@iau1978m	608.5	608.67	там
words@iau1978m	@iau1978m	608.67	608.84	где
words@iau1978m	@iau1978m	608.84	609.21	машины
words@iau1978m	@iau1978m	609.21	609.25	/
words@iau1978m	@iau1978m	609.25	609.27	/
words@iau1978m	@iau1978m	609.27	609.54	там
words@iau1978m	@iau1978m	609.54	609.86	где
words@iau1978m	@iau1978m	609.86	610.13	/
words@iau1978m	@iau1978m	610.13	610.4	да
words@iau1978m	@iau1978m	617.59	617.86	да
words@iau1978m	@iau1978m	618.345	618.685	да
words@iau1978m	@iau1978m	620.195	620.435	да
words@iau1978m	@iau1978m	622.145	622.385	да
words@iau1978m	@iau1978m	623.725	623.845	а
words@iau1978m	@iau1978m	623.845	623.965	это
words@iau1978m	@iau1978m	623.965	624.085	?
words@iau1978m	@iau1978m	628.065	628.22	то
words@iau1978m	@iau1978m	628.22	628.43	есть
words@iau1978m	@iau1978m	628.43	628.64	ты
words@iau1978m	@iau1978m	628.64	628.92	можешь
words@iau1978m	@iau1978m	628.92	629.63	наоборот
words@iau1978m	@iau1978m	629.63	629.755	?
words@iau1978m	@iau1978m	632.355	632.825	прочитай
words@iau1978m	@iau1978m	632.825	633.295	наоборот
words@iau1978m	@iau1978m	639.947	640.24	да
words@iau1978m	@iau1978m	640.24	640.28	/
words@iau1978m	@iau1978m	640.28	640.55	вот
words@iau1978m	@iau1978m	640.55	640.63	/
words@iau1978m	@iau1978m	640.63	640.75	/
words@iau1978m	@iau1978m	640.75	641.16	простое
words@iau1978m	@iau1978m	641.16	641.694	болгарское
words@iau1978m	@iau1978m	641.694	642.167	шоу
